Designator,Mid X,Mid Y,Layer,Rotation
C1, 3.65,-4.60,Top,0.0
C2, 7.30,-6.19,Top,90.0
D1,17.78, 0.00,Top,180.0
D2, 8.26,-1.27,Top,0.0
D3,11.43,-5.71,Top,270.0
FD1,-25.50,-12.50,Top,0.0
FD2,25.50,12.50,Top,0.0
FD3,25.50,-12.50,Top,0.0
L1, 5.24,-10.16,Top,0.0
OK1,20.32,-7.62,Top,270.0
R1,22.23, 0.00,Top,180.0
R2,13.97,-9.53,Top,270.0
R3, 0.64,-5.40,Top,90.0
R4, 0.64,-8.57,Top,270.0
R5,11.43,-9.53,Top,270.0
U1, 3.18,-6.99,Top,90.0
U2,-14.00, 1.50,Top,0.0
